y,proba,pli
0,0.07973028074380206,1
0,0.11257028934192517,1
1,0.27654940775608017,1
0,0.2578352868122248,1
0,0.4059493019382308,1
1,0.09252324493906873,1
0,0.1470924339126722,1
0,0.2413590410785385,1
0,0.31610801562065516,1
0,0.30487629796762467,1
0,0.36670687818255704,1
1,0.3508117271662338,1
0,0.21424201138608562,1
0,0.05428999763363988,1
1,0.30215183183423233,1
1,0.13714100745032287,1
1,0.15890065718514182,1
0,0.3707302660873495,1
1,0.33225410301848984,1
0,0.24816582097850956,1
1,0.39572864462326296,1
0,0.13474440997194861,1
0,0.6085322775108851,1
0,0.2948709557349265,1
1,0.3239690219052142,1
0,0.36453020364879873,1
0,0.3897169893812228,1
0,0.36233462079454354,1
0,0.442250558508152,1
0,0.29799333176682963,1
0,0.1092271099144253,1
0,0.29077305569032963,1
0,0.1507020789241283,1
0,0.30527894476726836,1
0,0.1410416423921036,1
0,0.315281339135414,1
0,0.2777921469420895,1
0,0.2237324278884129,1
0,0.2794350580875079,1
0,0.26399219539499597,1
0,0.12985634815816233,1
0,0.4214759403328721,1
0,0.3285384590747161,1
0,0.5645313116871,1
0,0.3491457632994741,1
0,0.4291300232835378,1
0,0.38103582353463533,1
1,0.3740715368516395,1
0,0.09112113167349271,1
0,0.10077196938872143,1
1,0.25708986592022914,1
0,0.05896195408694289,1
0,0.20017537987707335,1
0,0.5283806894030049,1
1,0.4522811116044636,1
0,0.09960042083822025,1
1,0.12761606180322724,1
0,0.3173622441211373,1
0,0.5832724284697945,1
0,0.3772808195274897,1
0,0.16164915747542008,1
0,0.13018360827129422,1
0,0.46346633513941493,1
0,0.45156354444314606,1
0,0.27279862814928413,1
1,0.29238482618140255,1
0,0.12039786891967877,1
0,0.33362078004494583,1
0,0.26009732665439655,1
0,0.20301861791804257,1
0,0.5441613613077856,1
0,0.45904355978534855,1
0,0.1491178508558409,1
0,0.20423977088061362,1
0,0.23384626593656105,1
1,0.4101942128921377,1
0,0.32170419400586037,1
0,0.27209907598571986,1
0,0.1510819762960696,1
0,0.1395321128915184,1
0,0.5319328120949189,1
1,0.07504339209084289,1
0,0.20148677999439013,1
0,0.1441999580098902,1
0,0.142083470558518,1
0,0.34467825607226815,1
0,0.06850022422983273,1
1,0.15735269499531834,1
1,0.3367916404666219,1
0,0.23212137272532302,1
0,0.2803535835755482,1
0,0.27317932727524974,1
1,0.1078801184670119,1
0,0.19636864911689,1
1,0.3052943445826539,1
0,0.40058319126990627,1
0,0.3657494097522206,1
1,0.43778834388854637,1
0,0.21667413513948064,1
0,0.13372040569084326,1
1,0.367177942411446,1
1,0.252701305995452,1
0,0.3524666557009879,1
1,0.40040711012412344,1
0,0.42319558987253547,1
0,0.49886119953005015,1
0,0.3960093413776003,1
0,0.2582706492533207,1
0,0.41497902205492565,1
0,0.15979989976967396,1
1,0.4241805451545507,1
0,0.16784660319344327,1
0,0.14608829747961474,1
1,0.27771407469764736,1
1,0.2576476994431343,1
0,0.326413276126989,1
0,0.10784059543831581,1
0,0.21994495404957526,1
1,0.15950584104253607,1
0,0.14560566371095193,1
0,0.16386541806019633,1
1,0.4280239296381578,1
0,0.16368461953896085,1
0,0.12078905891111719,1
0,0.18401789782202174,1
1,0.24995206631226935,1
0,0.4655691023327042,1
1,0.30289535780215027,1
0,0.42887099539610213,1
1,0.12850976587695054,1
0,0.18024611853429717,1
0,0.11319882228772775,1
0,0.41729243855153797,1
1,0.18680470078919778,1
0,0.12340779331936419,1
0,0.22510562393893643,1
1,0.07519335982663629,1
1,0.2623592067165302,1
0,0.19708063796707512,1
0,0.17348282510781693,1
0,0.5292568070501688,1
1,0.09728551292770697,1
0,0.2442268307008776,1
0,0.08015583827462988,1
0,0.16468940871503387,1
0,0.37245587900274835,1
0,0.10589098356179014,1
0,0.4844571720145021,1
0,0.43004387061841004,1
0,0.1006735080310105,1
0,0.42001053904475766,1
0,0.1392804446141711,1
0,0.19280692406917904,1
1,0.4703222627639332,1
0,0.29917829744489144,1
0,0.24536592663193307,1
0,0.275259524050527,1
0,0.10238554853094806,1
0,0.2760702451174529,1
1,0.38017863263745255,1
0,0.12716008763924697,1
0,0.6341769326014033,1
0,0.18701050012254605,1
0,0.14638472927172022,1
0,0.3158228573867017,1
1,0.12793058526152898,1
1,0.32866536882810393,1
1,0.3542745060817498,1
1,0.34218105878011096,1
0,0.38354099328691094,1
0,0.07862621475124365,1
1,0.19565266056266917,1
0,0.25385549856562745,1
0,0.5423820965482168,1
0,0.10611064381620237,1
0,0.24430399525170493,1
0,0.1425849342298673,1
0,0.1447956671474212,1
0,0.31017292639823674,1
1,0.07431440594236527,1
0,0.34749602859901463,1
1,0.2920581349992178,1
1,0.3886577979261242,1
0,0.10762640007051069,1
0,0.13753986406248692,1
0,0.13862212671819063,1
0,0.26758659106573307,1
0,0.2037276511193914,1
0,0.1560165375288553,1
0,0.11924763128489228,1
0,0.2363013153445532,1
0,0.21567884001102594,1
0,0.11913697412532019,1
0,0.1497804488583977,1
1,0.36167137516045733,1
0,0.4334093817151141,1
0,0.41010540258902783,1
0,0.05300666580808518,1
0,0.3669271293399969,1
0,0.5202344176042175,1
0,0.269082620396143,1
1,0.5483057102151476,1
0,0.4262220495226525,1
1,0.26227166385593353,1
0,0.21173967668162336,1
1,0.3929430585894258,1
0,0.24594316182346937,1
0,0.08546745455164113,1
0,0.35954972229618,1
0,0.3093236773654743,1
0,0.42936490509733233,1
0,0.360695806294692,1
0,0.36863123947931264,1
0,0.07498811280334143,1
0,0.1305254308120591,1
0,0.10392850210119545,1
0,0.3960597623790202,1
0,0.3360436049604135,1
0,0.2417508569877686,1
1,0.37168209016891923,1
0,0.30644374603253144,1
0,0.559150861408672,1
0,0.3324309292833959,1
0,0.17473777555200815,1
0,0.07144525492479972,1
0,0.4012813905418263,1
0,0.3035834909974728,1
0,0.04447916582600771,1
0,0.4999029922510002,1
1,0.10999794046556341,1
0,0.43585948376702766,1
0,0.07821832160816952,1
0,0.15306057046143606,1
0,0.38250390400930834,1
1,0.35938593867425356,1
0,0.43446679692257206,1
0,0.3376275038099798,1
0,0.36904019425560863,1
0,0.14210712705605671,1
0,0.28870869993977616,1
0,0.19711835858608884,1
0,0.48655687164748035,1
0,0.5205929864141796,1
1,0.14107469002367623,1
1,0.26522715228967025,1
0,0.07566014839193284,1
0,0.42366961626114297,1
0,0.13092191301301012,1
0,0.25875716252042225,1
0,0.13015260450367003,1
0,0.3931642321672516,1
0,0.2303238109378528,1
0,0.0550474637872995,1
0,0.4991595591680641,1
0,0.2908648987746051,1
1,0.2695963930878588,1
0,0.13791833954392235,1
0,0.30410265702004696,1
0,0.11396599804916528,1
1,0.24407999307397757,1
0,0.3263489174344479,1
0,0.1693859702162182,1
0,0.42707080447429774,1
0,0.3158205463244992,1
0,0.27845650811017447,1
0,0.22993867777164168,1
0,0.08689992208619865,1
0,0.23890585317476515,1
1,0.39182428323274515,1
1,0.10032826625417503,1
0,0.405485625211939,1
0,0.38847072925153747,1
0,0.4108269197946909,1
0,0.1962847925454907,1
0,0.3429986332930326,1
0,0.28004428555880834,1
1,0.44999608762807225,1
1,0.25582696350437195,1
0,0.2798998953874221,1
0,0.286801525558389,1
0,0.09189797614968458,1
1,0.16912649013051034,1
0,0.09981997923293001,1
1,0.19382796640456104,1
0,0.13773840032566045,1
0,0.08099136592002933,1
0,0.16346566983859526,1
1,0.15347873871597312,1
0,0.15122912303746025,1
0,0.29106500280580294,1
0,0.6090445926792185,1
0,0.2918139293616237,1
0,0.08820316785719107,1
0,0.2461054766863589,1
0,0.06581463409051194,1
1,0.21852729994416448,1
0,0.10723339758804343,1
0,0.2750678498806591,1
0,0.32137030414508583,1
0,0.1264807704613131,1
1,0.39867979458659886,1
0,0.12681027339553946,1
0,0.48166757647114944,1
1,0.3043412915754953,1
0,0.09705293781555932,1
0,0.07595990485719131,1
0,0.2876163219360735,1
0,0.2457088435411091,1
0,0.23198529257875716,1
0,0.44815446608242115,1
0,0.44576008195656297,1
1,0.2891915047577875,1
0,0.1661633594017658,1
0,0.2786228923208809,1
0,0.12527084648410783,1
1,0.36508191753411473,1
0,0.2893735280393436,1
0,0.3195763363850709,1
0,0.11026922851907792,1
0,0.1475493221423284,1
0,0.4175279440799948,1
0,0.34211138615814257,1
0,0.40222694170847895,1
0,0.4236518300293485,1
1,0.36411135208656425,1
0,0.17044540049955945,1
0,0.291629653953412,1
1,0.6758210741344975,1
0,0.2025211820675217,1
0,0.1489033155375647,1
1,0.25352483955678395,1
1,0.5040223744101175,1
0,0.32148399218220847,1
1,0.25743157156273394,1
0,0.27826393829855023,1
0,0.5963626124317183,1
0,0.2847172205383547,1
0,0.16022527046787452,1
0,0.2972527130676863,1
1,0.2952377141299321,1
1,0.5270471392791605,1
0,0.25497936511482744,1
0,0.2955800312923394,1
0,0.18677669720178477,1
0,0.2634964697197354,1
0,0.5047317563551339,1
0,0.14828605691581556,1
0,0.4006772997785222,1
0,0.21635352143097678,1
0,0.5259057559871694,1
1,0.5448900749016637,1
0,0.23364422479213803,1
0,0.26505964476204436,1
0,0.3235499478302385,1
1,0.48308577134022,1
1,0.3892961527405341,1
0,0.17364606654332257,1
0,0.2994751283388116,1
0,0.33122550351089974,1
0,0.0868365399051757,1
0,0.3115866708872921,1
0,0.2740676169824713,1
0,0.07580769791322331,1
0,0.08562734484316545,1
1,0.305402669720946,1
0,0.35948953083018376,1
1,0.5215706304972816,1
0,0.09611972885483301,1
0,0.21144721647063014,1
0,0.2860624775750621,1
1,0.11068084643162338,1
0,0.13635756404597882,1
1,0.35255579563044526,1
0,0.26804527453011634,1
0,0.16162870842918653,1
0,0.5316100449839302,1
0,0.30287065626000437,1
1,0.45994545023805433,1
0,0.1386527155824842,1
0,0.20692645331081017,1
0,0.09544611039505649,1
1,0.4431429581299233,1
0,0.45398750018762846,1
0,0.17997594990539362,1
0,0.42971180223836536,1
0,0.4432876674034394,1
1,0.42714545265103365,1
0,0.4668896373741848,1
1,0.3394911881323992,1
0,0.083805309070102,1
0,0.3001984572196359,1
0,0.27925492478423164,1
0,0.12333178280353496,1
0,0.06582669573434016,1
1,0.35769597523679275,1
0,0.4738420755803443,1
0,0.4477203745809064,1
0,0.49845548570227644,1
0,0.16175461153681697,1
0,0.2603956901475668,1
0,0.44524457712657806,1
1,0.2978738408952072,1
0,0.18086100775709463,1
1,0.40788532003226674,1
0,0.23444311688428426,1
0,0.43700672965739523,1
0,0.22258418650901635,1
0,0.38585475147389636,1
0,0.2098814532959483,1
0,0.13669341983425204,1
1,0.3936058613453563,1
0,0.2567910040859397,1
1,0.24962406948050048,1
0,0.5962615229242015,1
0,0.2726960332101872,1
0,0.12686498842399582,1
1,0.40529275136431875,1
0,0.3676688886998262,1
0,0.41842826029943725,1
0,0.10195245355754476,1
0,0.290940128278092,1
1,0.42292801049922446,1
0,0.13676371680605168,1
1,0.23664998176100277,1
0,0.33242102059484446,1
1,0.23243128110486957,1
0,0.32410690284314125,1
0,0.19315103587723198,1
1,0.15137364615952417,1
0,0.262034757181132,1
0,0.30074529449760123,1
1,0.4127039130971075,1
0,0.3248376380361656,1
0,0.33295612288482107,1
0,0.20395709538324586,1
0,0.26687677778114793,1
1,0.4242029697264273,1
0,0.19571504301835105,1
0,0.145343609322466,1
0,0.4033471742425653,1
1,0.17628154158688986,1
0,0.10610947232095311,1
1,0.21458153747718656,1
0,0.348175849261385,1
1,0.34475537944236795,1
1,0.3791032650846369,1
0,0.27180967450040966,1
1,0.47619566924379175,1
0,0.121237193347071,1
0,0.41212323974935805,1
1,0.3603270507877468,1
0,0.1517311141148645,1
0,0.299753183161087,1
0,0.1331671883352304,1
0,0.19239327428930186,1
0,0.3077742882707608,1
1,0.3748802477571336,1
0,0.1991833583834764,1
0,0.19709563198054803,1
1,0.26195380218997244,1
0,0.311610470048341,1
0,0.20580216432269105,1
1,0.5076255312142935,1
0,0.19218315434619843,1
1,0.13642274456712836,1
0,0.36303294911263234,1
0,0.3080814234895556,1
1,0.3081000171382495,1
0,0.0996953881327124,1
0,0.27670974762595507,1
1,0.5884009516866029,1
1,0.401744257744872,1
0,0.13442182970247935,1
0,0.0783222653559186,1
1,0.5163312291531732,1
0,0.16087393807427247,1
0,0.24905836099542905,1
0,0.14671763278575467,1
0,0.4239868891144035,1
0,0.21178011021180726,1
0,0.33757171908373523,1
0,0.2826976337961423,1
0,0.2281062224392781,1
0,0.0879546191494023,1
0,0.24530042188111506,1
0,0.09298366157690623,1
1,0.4708287046416757,1
0,0.07482038369976315,1
1,0.4083052090317597,1
0,0.32203416765150766,1
0,0.3106916121009477,1
0,0.13572182003593247,1
0,0.2243041268711053,1
0,0.5151118382912718,1
0,0.2511566887275702,1
1,0.48717956891112574,1
1,0.3721755542002965,1
0,0.4204276973180564,1
0,0.19815649363802046,1
1,0.4333657252415317,1
0,0.11041202128568389,1
0,0.21210653290429315,1
1,0.47940240705621345,1
0,0.18673667471698316,1
0,0.518725247777411,1
0,0.18739570465908267,1
0,0.3758583462543731,1
1,0.2704643851699394,1
1,0.08262423777838084,1
1,0.2627533566667567,1
1,0.36621610104468383,1
0,0.17566871991903635,1
0,0.07850063411635388,1
0,0.14945355104616626,1
0,0.20237055788363764,1
0,0.3156205402988826,1
0,0.08034162884020893,1
0,0.106453856485821,1
1,0.2937440838772703,1
0,0.34339493361253515,1
0,0.3580231116161432,1
0,0.42203603081337654,1
1,0.1721720106084008,1
0,0.29218827237222406,1
1,0.1956107270718958,1
0,0.09474606303666692,1
0,0.19910091678274852,1
0,0.31832200853230186,1
0,0.34719709390726966,1
0,0.28385661316823163,1
0,0.0970756522831813,1
0,0.2575204966699497,1
0,0.4648334423253955,1
0,0.3569856265639174,1
0,0.4241914842455355,1
0,0.2239947653786432,1
0,0.3790492688442182,1
1,0.40982271178845864,1
0,0.3263993265114913,1
0,0.1921411509349393,1
1,0.35808542553173484,1
1,0.7208452766664304,1
1,0.36317178005648204,1
0,0.2585033484164598,1
0,0.1884915519168593,1
0,0.1392908886577472,1
0,0.13443565329856028,1
1,0.25462390843481986,1
0,0.17411219400882205,1
0,0.4369575780417495,1
1,0.22796419003750895,1
1,0.24941117469853796,1
1,0.25631950845810947,1
1,0.2730970188173676,1
1,0.23679711988913818,1
0,0.5671135436363035,1
0,0.16534875080240213,1
0,0.8041841456875952,1
0,0.44587696650608705,1
0,0.318202945245481,1
0,0.12450790087308532,1
0,0.22657279671099978,1
0,0.35351323515286887,1
0,0.34539241796501946,1
0,0.2980565831752693,1
0,0.06130034910124493,1
0,0.25881366331440175,1
1,0.6432708679395156,1
0,0.1444903332849908,1
0,0.1967286073875596,1
1,0.2941939507032261,1
0,0.43662962656121856,1
1,0.5649082006401349,1
1,0.1457496502741678,1
0,0.27553879073265486,1
0,0.28191230022733366,1
0,0.23159525915074866,1
0,0.17464802286777203,1
0,0.3424270995985883,1
0,0.3713004652353237,1
0,0.16746708589332518,1
0,0.2909776207635534,1
0,0.48579361653389774,1
0,0.11284301247123993,1
0,0.08266730396318436,1
1,0.8642211037556664,1
0,0.6868375369699042,1
1,0.12006153965542116,1
1,0.38008290289018454,1
1,0.2913965838629736,1
0,0.2598633365903458,1
0,0.08221501823763246,1
1,0.4054459086549982,1
0,0.2608498753123646,1
0,0.4557177867446516,1
0,0.07332217544920579,1
1,0.31636745722031384,1
0,0.18248946141858235,1
0,0.1957475375219585,1
0,0.2809020279930616,1
0,0.27580678801861547,1
0,0.20490022815242703,1
0,0.4174353180163398,1
1,0.43769422389144824,1
1,0.3642144061886931,1
0,0.14397773175570078,1
0,0.12976998248416113,1
1,0.3415950968243429,1
0,0.3858538582052803,1
1,0.7370981763087564,1
0,0.36171592261245056,1
0,0.2998698039273931,1
1,0.2978165800821779,1
0,0.14224861949040754,1
1,0.36661889772453243,1
0,0.05765493868178484,1
0,0.2558622068254033,1
0,0.14953029262127593,1
0,0.14937904695143472,1
0,0.3818681559989856,1
0,0.20274302674111772,1
0,0.3034623430889725,1
0,0.49157946962191407,1
0,0.4784426121278096,1
0,0.2989560556724844,1
0,0.2835093300436227,1
0,0.5732942428522494,1
0,0.29419849231501827,1
0,0.3876366109345062,1
0,0.36201685921302523,1
0,0.6404222987809499,1
0,0.32607152359635555,1
0,0.17677308072250125,1
0,0.4013426469604674,1
0,0.258152234572662,1
0,0.33792273865704914,1
1,0.42695585888552867,1
0,0.12767367174670466,1
0,0.36661983268195236,1
0,0.12493176164284095,1
0,0.244389748855026,1
0,0.23431822373187325,1
0,0.33634451706980917,1
0,0.23612730048596253,1
1,0.20359983886483943,1
1,0.4123616945125461,1
0,0.3091859383379905,1
1,0.21943287721921395,1
0,0.09749528651397237,1
1,0.40440931781114914,1
0,0.3416842681414126,1
1,0.3475915816340713,1
0,0.34081572467999655,1
0,0.3753824588438994,1
0,0.28730623157527657,1
0,0.22915038014882153,1
0,0.3726752727407717,1
0,0.28156976300062186,1
0,0.3125449440970718,1
1,0.5323332810965427,1
0,0.5430777103329436,1
0,0.3756114650145482,1
1,0.6159741627109011,1
0,0.5375902117720837,1
1,0.4107549085531399,1
0,0.5779148914502157,1
1,0.3543049443439655,1
0,0.14740067566397988,1
1,0.3220815928220849,1
0,0.26050293067435065,1
0,0.19824280980109923,1
0,0.19687320128841457,1
0,0.23902971970051617,1
0,0.24570605475803198,1
0,0.08524664713100427,1
0,0.3630653513602726,1
0,0.2199428348288124,1
0,0.18719464151313742,1
0,0.3768340441872299,1
0,0.325335198490209,1
0,0.14376314380336358,1
0,0.38462601273262165,1
0,0.215731665721889,1
0,0.3612059590185007,1
0,0.4277767239007756,1
0,0.12453763050432962,1
1,0.3504762913311789,1
0,0.415082189016187,1
0,0.44920451752250384,1
0,0.411649084065583,1
0,0.13672817258832234,1
0,0.07748398005193743,1
0,0.16890344459343626,1
0,0.35726295189479984,1
1,0.4877622724906563,1
0,0.1873719898245338,1
0,0.18441189906554156,1
0,0.2257204099795854,1
0,0.4046995105410434,1
0,0.2549489069309714,1
0,0.2973685751557184,1
0,0.09540644630997101,1
0,0.317605510612159,1
0,0.5153419678100299,1
0,0.3137836904781257,1
0,0.5412396101125179,1
1,0.10137771713680144,1
1,0.31141940814460367,1
0,0.4738553329719594,1
0,0.681157289361524,1
1,0.28252457514427376,1
1,0.20618006491228721,1
0,0.2728514990475209,1
0,0.48993620750651606,1
0,0.1950606432741332,1
1,0.40067880373459985,1
1,0.3893456264945611,1
0,0.13089430599951335,1
0,0.3405731999391145,1
1,0.30018902210870213,1
0,0.3503451667663893,1
1,0.4548997519744654,1
0,0.2848381259725206,1
0,0.4943634611973487,1
0,0.06733051621311764,1
1,0.47507449709936833,1
0,0.4260421104477158,1
0,0.18832577475994508,1
1,0.11741496935045485,1
1,0.3612581139996431,1
0,0.3494514175609577,1
0,0.17066390505682014,1
0,0.2713400439104105,1
0,0.158701585274045,1
1,0.48193399835052386,1
0,0.2912680075418391,1
1,0.43364442631024436,1
1,0.22726845680955488,1
0,0.09841512433250241,1
0,0.4472919129326072,1
1,0.40900519678105224,1
0,0.365442408975995,1
0,0.3196949677407717,1
1,0.2911183946302869,1
0,0.27583003176371673,1
0,0.2088156516647217,1
1,0.5632141084758046,1
0,0.1744612316291716,1
1,0.3722342830198638,1
0,0.2326446662885292,1
1,0.2926446673992612,1
0,0.11565272856956102,1
0,0.3001032298435532,1
0,0.3051842374197589,1
0,0.2265832819389485,1
0,0.6077769777724675,1
1,0.3142482018763109,1
1,0.43142441801637627,1
0,0.23169876603914014,1
0,0.055108393360945876,1
0,0.4028764351397124,1
1,0.26113337836801176,1
1,0.4681306708696519,1
0,0.36769728636813925,1
0,0.24219758072363823,1
0,0.17465401916083056,1
1,0.33007210704510154,1
0,0.37898071556321933,1
0,0.20987165906591276,1
0,0.2920543261162041,1
0,0.1026063571807476,1
0,0.11791820289850301,1
0,0.0955783591568205,1
1,0.4000586383346858,1
1,0.34247628078545395,1
0,0.4184291395793853,1
1,0.18852038858165635,1
0,0.2799548734088344,1
0,0.2362404261186874,1
0,0.3122839935672172,1
0,0.3911148015855726,1
0,0.1199176749485828,1
0,0.2626561932073017,1
1,0.39113058190016237,1
0,0.21951026082336564,1
1,0.43226599065885285,1
1,0.24217976415765755,1
0,0.1257212512525195,1
0,0.33888668963677027,1
0,0.36244811993524656,1
0,0.25352311718491594,1
0,0.5055118124638185,1
0,0.3060864213393689,1
0,0.3342765400825081,1
1,0.23240490988034102,1
0,0.1611614200207151,1
0,0.31018641226022603,1
0,0.21906138615745546,1
0,0.4246776281805772,1
0,0.210976608552637,1
1,0.30117204266653963,1
0,0.30892348987160273,1
0,0.36053371916992294,1
1,0.5334633222160589,1
1,0.3385596811864532,1
0,0.46953663036706916,1
1,0.35786022199879325,1
0,0.06332155848149201,1
0,0.3936016518725957,1
0,0.09730955623038771,1
0,0.05880944379166894,1
1,0.17172131801832544,1
0,0.2858586274489737,1
0,0.44657487583643835,1
0,0.14725617131054763,1
1,0.43346858818725686,1
1,0.17547286480664614,1
1,0.34248026690417577,1
0,0.31245706338082063,1
1,0.13787631260711514,1
1,0.46560470060730375,1
0,0.23798926725665354,1
1,0.3929446410570874,1
0,0.4459428307824822,1
1,0.15460719821767152,1
1,0.39936323774393206,1
1,0.4214435686432161,1
